ID_Vta;Fecha_Hora;Precio_vta;articulos_vendidos_vta;ID_Art;ID_Estruct;ID_Puesto;Nombre_Puesto
490;2024-04-30 10:15:00;176;29;34;4;34;Mundo de las Maravillas
491;2024-04-30 9:26:00;153;33;38;4;38;Arte en Detalles
492;2024-04-30 9:36:00;86;21;37;4;37;Encanto y Belleza
493;2024-04-30 9:45:00;98;17;13;2;13;Tesoros Hechos a Mano
494;2024-04-30 10:34:00;25;16;10;2;10;Maravillas del Arte
495;2024-04-30 9:47:00;233;51;19;3;19;Encanto y Belleza
496;2024-04-30 9:40:00;64;32;12;2;12;Hecho a Mano
497;2024-04-30 9:13:00;25;12;41;5;41;Creatividad en Acción
498;2024-04-30 10:14:00;33;8;45;5;45;Tesoros del Arte
499;2024-04-30 11:51:00;34;15;10;2;10;Maravillas del Arte
500;2024-04-30 9:36:00;171;49;34;4;34;Mundo de las Maravillas
